,id,name_trans,about_trans
72,C_676683,tâm lý tích cực (phần 2) hoàn thiện bản thân,"khóa học này là tổng quan về những điều cơ bản của tâm lý học tích cực, nhằm mục đích cung cấp cho sinh viên sự hiểu biết khoa học và có hệ thống về các lĩnh vực nghiên cứu của tâm lý học tích cực, bao gồm hạnh phúc, đức hạnh, tâm lý và hành vi ủng hộ xã hội, hạnh phúc, giá trị và ý nghĩa của cuộc sống và tâm lý tích cực. ứng dụng và nội dung khác."
73,C_676685,giới thiệu và đánh giá cao tác phẩm kinh điển,"khóa học này lấy ""thẩm mỹ, đánh giá cao và giao tiếp"" làm cốt lõi và tích hợp kiến ​​thức và sở thích, phẩm chất tư tưởng và nghệ thuật, tính thực tiễn và thẩm mỹ."
74,C_676686,kinh điển và tư tưởng—các bậc thầy về nhân văn thanh hoa đối mặt,"nhân văn thanh hoa mooc quy tụ những học giả giỏi nhất về khoa học xã hội và nhân văn từ đại học thanh hoa. trong mỗi đơn vị, bạn được làm quen với một bậc thầy, hiểu một chủ đề, đọc kỹ một cuốn sách và suy nghĩ sâu sắc về một vấn đề."
75,C_676687,chiến thắng internet di động: bài học về mô hình kinh doanh dành cho doanh nhân,làm thế nào để hiểu mô hình kinh doanh trong kỷ nguyên internet di động? làm thế nào để sử dụng internet di động để thực hiện đổi mới mang tính đột phá? làm thế nào để nắm bắt cơ hội trong tương lai? khóa học này giúp bạn tìm hiểu một cách có hệ thống về sự đổi mới và tăng trưởng trong kỷ nguyên internet di động.
76,C_676692,kỳ thi hoàng gia và văn hóa trung quốc,"[khóa học chất lượng quốc gia] hệ thống khoa cử và văn hóa khoa cử của triều đình là những thành phần quan trọng của văn hóa trung quốc, chúng có tác động quan trọng đến đặc điểm của văn hóa truyền thống trung quốc, tính cách chính trị của trí thức truyền thống trung quốc và các giá trị chung của xã hội trung quốc. công cộng. khóa học này là khóa học mở trực tuyến chất lượng quốc gia."
77,C_676697,nghệ thuật chiến tranh,"khóa học này được chia thành năm học phần, đó là nhà hiền triết quân sự tôn ngũ, lý thuyết giá trị, khái niệm chiến tranh, khái niệm tướng lĩnh và tư duy chiến lược, dạy các chiến thuật quân sự của ""binh pháp tôn tử"" trong bảy bài giảng từ cả hai lý thuyết. và trình độ thực tế, cũng như trí tuệ và trí tuệ của doanh nghiệp chứa đựng trong đó."
78,C_676700,những nguyên tắc cơ bản của chủ nghĩa mác,chủ nghĩa marx bị quỷ ám? chủ nghĩa marx thần thánh? ----bạn biết được bao nhiêu? ! khóa học này sẽ khôi phục lại chủ nghĩa mác đích thực cho bạn - không chỉ là niềm tin mà quan trọng hơn là hệ thống lý thuyết!
79,C_676705,luật dân sự và cuộc sống,"khóa học này là khóa học pháp lý dành cho những sinh viên không học chuyên ngành luật và những người thuộc xã hội. luật dân sự bắt nguồn từ cuộc sống và cuộc sống của con người luôn gắn liền với luật dân sự. thông qua việc giải thích một số lượng lớn các vụ án kinh điển, môn học giới thiệu những khái niệm cơ bản, hệ thống cơ bản và lý thuyết cơ bản của luật dân sự, để người đọc có thể nâng cao nhận thức về quyền, học cách quan sát cuộc sống từ góc độ luật dân sự và sử dụng các quyền dân sự. pháp luật hướng dẫn cuộc sống và bảo vệ quyền, lợi ích hợp pháp của họ."
80,C_676820,lịch sử nghệ thuật và thủ công nước ngoài,"[khóa học chất lượng quốc gia] khóa học này là khóa học cốt lõi về chất lượng nhân văn của đại học thanh hoa. lịch sử nghệ thuật và thủ công là một bản ghi hình ảnh về sự phát triển, tiến hóa và tiến bộ không ngừng của nền văn minh nhân loại."
81,C_676885,hướng dẫn hoạt động và giáo dục âm nhạc mầm non,"khóa học này được thiết kế dành cho sinh viên chuyên ngành giáo dục mầm non hoặc những người có dự định theo đuổi ngành giáo dục mầm non trong tương lai, hướng dẫn sinh viên tiếp thu kiến ​​thức và khả năng lập kế hoạch, thiết kế, thực hiện và đánh giá các hoạt động và hoạt động giáo dục âm nhạc mầm non, chuẩn bị để thực hành và thúc đẩy sinh viên chuyên ngành giáo dục mầm non (cũng như phát triển chuyên môn tại chức của giáo viên mầm non)."
82,C_676887,quản lý đổi mới công nghệ,"google, huawei, 3m, iflytek, coca-cola, nestle, siemens... đều đạt được thành công như thế nào? giáo sư chen jin từ trường kinh tế và quản lý của đại học thanh hoa sẽ giải thích cho bạn tư duy quản lý đằng sau đổi mới công nghệ!"
83,C_676890,sự cố ô nhiễm môi trường và ứng phó khẩn cấp,"khóa học áp dụng phương pháp giảng dạy tình huống và giảng dạy thảo luận. đầu tiên, phần giới thiệu về quản lý tình trạng khẩn cấp về môi trường được giới thiệu. sau đó, các trường hợp khẩn cấp về môi trường lớn trong và ngoài nước sẽ được thảo luận, chẳng hạn như sự cố ô nhiễm nước sông songhua, sự cố ô nhiễm nước do bùng phát tảo xanh ở hồ taihu, sự cố ô nhiễm nước sông rhine, sự cố sương mù ở london, sương mù bắc kinh. và vụ nổ thiên tân. thảo luận về bối cảnh, nguyên nhân, biện pháp phục hồi sinh thái, trách nhiệm giải trình, biện pháp ứng phó khẩn cấp, tác động môi trường sinh thái và các phương pháp khác khi xảy ra sự cố ô nhiễm môi trường lớn. khóa học áp dụng phương pháp giảng dạy theo kinh nghiệm, trong đó giáo viên lần đầu tiên giới thiệu bối cảnh của sự kiện và đặt các câu hỏi khác nhau để thu hút học sinh suy nghĩ. sau đó giáo viên giảng dạy bằng giải pháp quy nạp.
       thảo luận về hệ thống quản lý tình trạng khẩn cấp môi trường, cảnh báo sớm, phòng ngừa và chuẩn bị quản lý tình trạng khẩn cấp môi trường và ứng phó tình trạng khẩn cấp môi trường. tóm tắt nội hàm, đặc điểm, nguyên tắc cơ bản, hệ thống khẩn cấp, v.v. của hệ thống quản lý tình trạng khẩn cấp môi trường của nước tôi, để học sinh hiểu sâu hơn về hệ thống quản lý tình trạng khẩn cấp môi trường của nước tôi."
84,C_676895,âm nhạc và văn hóa anh và mỹ,"nếu bạn thích nghe nhạc, bạn có biết ý nghĩa văn hóa và những câu chuyện đằng sau nó không? bạn muốn học tiếng anh đích thực? joe, carla, natalie, thầy chu và năm giáo viên người trung quốc, anh và mỹ khác sẽ đưa bạn vào cuộc hành trình về âm nhạc và văn hóa anh và mỹ. bạn sẽ gặp các nghệ sĩ âm nhạc yêu thích của mình và hiểu họ hơn. rất mong nhận được sự tham gia của các bạn, chúng ta hãy “bằng cả hai chân về văn hóa phương đông và phương tây, tập trung bình luận các bài viết về vũ trụ” nhé! --- nhóm khóa học"
85,C_676897,nghi thức và tu luyện hiện đại,"khóa học “phong cách và tu dưỡng hiện đại” có tổng cộng 8 chương, văn hóa nghi thức - cảm nhận di sản văn hóa, nghi thức hình ảnh cá nhân - tạo hình ảnh hoàn hảo 360 độ không điểm mù, nghi thức giao tiếp hàng ngày - chi tiết nghi thức quyết định thành bại, nghi thức nơi công sở - để bạn đạt được sự nổi tiếng tốt ở nơi làm việc, nghi thức kinh doanh - chiến thắng trong nghi thức, chiến thắng tại nơi làm việc, nghi thức giao tiếp - những người xuất sắc không bao giờ thua trong biểu hiện, nghi thức uống trà hàng ngày - gặp gỡ bạn bè với trà, kế thừa văn hóa trà trung quốc, nghi thức liên quan đến nước ngoài - có khả năng đạt được sự tôn trọng trong giao tiếp quốc tế"
86,C_676898,vật lý và tương lai của nhân loại,"chúng ta đang sống trong kỷ nguyên khoa học và công nghệ và sẽ đánh giá cao những phát triển mang tính cách mạng do khoa học mang lại trong các lĩnh vực tài sản, y học, trí tuệ nhân tạo, công nghệ nano, năng lượng mới và hàng không vũ trụ. ai sẽ là người thắng và kẻ thua trong tương lai? khóa học này trình bày một góc nhìn rộng rãi về vật lý cổ điển và hiện đại thông qua các hình ảnh vật lý cụ thể hơn là các phương pháp toán học. khóa học này trình bày vật lý cổ điển và hiện đại"
87,C_676900,quang thơ,"khóa học này bao gồm tất cả các nội dung quang học trong vật lý đại học, bao gồm ba phần: quang học hình học, quang học sóng và lý thuyết lượng tử ánh sáng. những người chưa học mô-đun quang học ở trường trung học cơ sở cũng có thể hoàn thành toàn bộ quá trình từ đầu vào đến nâng cao tại đây. ngoài ra, khóa học này còn cố gắng loại bỏ thói quen học tập xấu là học các môn vật lý dựa trên các bài kiểm tra, xuyên suốt lịch sử khoa học trong khóa học và cố gắng sử dụng màu sắc nhân văn để mô tả các khóa học về quang học."
88,C_676902,kinh điển của tư tưởng phương tây và xã hội hiện đại,"[khóa học chất lượng quốc gia] ngày nay ở thế kỷ 21, phải chăng mọi người, mọi quốc gia đều bước vào xã hội hiện đại? xã hội hiện đại và xã hội cổ đại dựa trên những nguyên tắc nào? việc xác lập nguyên tắc về quyền là dấu hiệu của nhân loại đang tiến tới xã hội hiện đại."
89,C_676907,đổi mới xã hội và khởi nghiệp,"thông qua nghiên cứu sâu rộng, tìm hiểu và thực hành các nội dung chuyên môn và tổng quát trong lĩnh vực đổi mới xã hội, chúng ta có thể hiểu và nắm vững một cách toàn diện các lý thuyết và phương pháp cơ bản về đổi mới xã hội từ nhiều góc độ."
